relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),{'scientific_name': 'Phomopsis sp.',Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),'role': 'Symbiont'},Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),{'scientific_name': 'Trichoderma atroviride',Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),'role': 'Biocontrol Agent (Endophyte)'}],Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Barely,Fusarium andiyazi,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Barely,Fusarium chlamydosporum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Barely,Fusarium equiseti,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Barely,Fusarium incarnatum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Barely,Fusarium proliferatum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Barely,Fusarium thapsinum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Barely,Fusarium verticillioides,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Rice,Fusarium andiyazi,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Rice,Fusarium chlamydosporum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Rice,Fusarium equiseti,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Rice,Fusarium incarnatum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Rice,Fusarium proliferatum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Rice,Fusarium thapsinum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Rice,Fusarium verticillioides,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Maize,Fusarium andiyazi,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Maize,Fusarium chlamydosporum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Maize,Fusarium equiseti,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Maize,Fusarium incarnatum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Maize,Fusarium proliferatum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Maize,Fusarium thapsinum,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.1002/jobm.70027,Maize,Fusarium verticillioides,Not Specified,Present,Pathogenic,Isolated from different crops; Agricultural,"""Qena Governorate","Egypt""",Abstract-CSV,DOI_10.1002_jobm.70027
Relevant,Abstract,Abstract,0,10.3852/mycologia.98.3.384,Pseudotsuga menziesii (Douglas-fir),Multiple species based on PCR-RFLP patterns and colony morphotypes,Litter and soil layers,Present,Unknown,Isolated from litter and soil layer samples taken from Douglas-fir forest and clear-cut areas in the Cascade Mountains.,Forest (Douglas-fir forest and clear-cut areas),United States (Cascade Mountains),Abstract-CSV,DOI_10.3852_mycologia.98.3.384
Relevant,Abstract,Abstract,0,10.3852/mycologia.98.3.384,Pseudotsuga menziesii (Douglas-fir),specific strains not identified,Litter and soil layers,Present,Unknown,Isolated from litter and soil layer samples taken from Douglas-fir forest and clear-cut areas in the Cascade Mountains.,Forest (Douglas-fir forest and clear-cut areas),United States (Cascade Mountains),Abstract-CSV,DOI_10.3852_mycologia.98.3.384
Relevant,Abstract,Abstract,0,10.1007/s00248-014-0545-8,Not specified in the abstract,Tree Endophytes (collective),Not specified,Present,"""Endophytic","Pathogenic; and possibly Saprotrophic or Mutualistic""; ""Mentioned as contributing to biological control of infectious diseases; enhancing tolerance to environmental stress; or potentially competing with harmful pathogens""",Forest ecosystems worldwide,Not specified,Abstract-CSV,DOI_10.1007_s00248-014-0545-8
Relevant,Abstract,Abstract,0,10.1007/s10886-009-9657-x,Tall fescue (Festuca arundinacea),Neotyphodium coenophialum,root,Present,Symbiotic (Endophytic),"""Forms a symbiotic relationship; the factors responsible are unknown.""",Not specified in text,Not specified in text,Abstract-CSV,DOI_10.1007_s10886-009-9657-x
Relevant,Full-Text,Abstract,0,10.1016/S0098-8472(02)00042-4,Arizona fescue (Festuca arizonica Vasey),Neotyphodium endophyte,"""aboveground biomass","leaf""",Present,Endophytic; Infection of Neotyphodium found in the aboveground biomass and leaves of Arizona fescue,Ponderosa pine forests,USA,Abstract-CSV,DOI_10.1016_S0098-8472(02)00042-4
Relevant,Full-Text,Full-Text,11,10.1038/s41559-020-01311-0,Not specified in the text,Soil microorganisms (endophytes),Soil,Present,Endophytic,"""The soil microorganisms were conditioned by different plant species; affecting the competitive outcomes between alien and native plants.""",Not specified in the text,Not specified in the text,Full-Text,DOI_10.1038_s41559-020-01311-0
Relevant,Full-Text,Full-Text,16,10.3389/fpls.2018.01580,Lolium perenne,Epichloë festucae var. lolii strain AR37,ovaries,Present,Endophytic,Transmitted vertically and asexually from host plant to developing embryo in seed.,Temperate pastures,New Zealand,Full-Text,DOI_10.3389_fpls.2018.01580
Relevant,Abstract,Abstract,0,10.3920/WMJ2008.1109,Triticum spp. (Wheat),Claviceps spp.,Grain,Present,Pathogenic,"Formed by the fungus on grains; ; ""Global (mentioned: Russia; England; India; France; Ethiopia; Canada; Germany; Switzerland",Sweden,"Denmark)""",Abstract-CSV,DOI_10.3920_WMJ2008.1109
Relevant,Abstract,Abstract,0,10.1134/S1062359018030020,Medicago lupulina L.,Unspecified,Terrestrial parts,Present,Unknown,"""Mycotoxins were studied; but specific interaction type is not specified.""",Not specified,Not specified,Abstract-CSV,DOI_10.1134_S1062359018030020
Relevant,Abstract,Abstract,0,10.1134/S1062359018030020,M. sativa L.,Unspecified,Terrestrial parts,Present,Unknown,"""Mycotoxins were studied; but specific interaction type is not specified.""",Not specified,Not specified,Abstract-CSV,DOI_10.1134_S1062359018030020
Relevant,Abstract,Abstract,0,10.1007/s10658-009-9511-6,Vaccinium myrtillus,Paraphaeosphaeria sp.,Not specified,Present,Endophytic,Infection detected and response of plant to endophyte studied,Not specified,Not specified,Abstract-CSV,DOI_10.1007_s10658-009-9511-6
Relevant,Abstract,Abstract,0,10.1139/b97-869,Ericaceae (Family),[{'name': 'Oidiodendron maius',root,Present,Endophytic,"""Isolated from roots; Oidiodendron maius and Scytalidium vaccinii already accepted as mycobionts of the Ericaceae.""",Alpine and boreal,Alberta,Abstract-CSV,DOI_10.1139_b97-869
Relevant,Abstract,Abstract,0,10.1139/b97-869,Ericaceae (Family),{'name': 'Scytalidium vaccinii',root,Present,Endophytic,"""Isolated from roots; Oidiodendron maius and Scytalidium vaccinii already accepted as mycobionts of the Ericaceae.""",Alpine and boreal,Alberta,Abstract-CSV,DOI_10.1139_b97-869
Relevant,Abstract,Abstract,0,10.1139/b97-869,Ericaceae (Family),{'name': 'Variable white taxon (VWT)',root,Present,Endophytic,"""Isolated from roots; Oidiodendron maius and Scytalidium vaccinii already accepted as mycobionts of the Ericaceae.""",Alpine and boreal,Alberta,Abstract-CSV,DOI_10.1139_b97-869
Relevant,Abstract,Abstract,0,10.1139/b97-869,Ericaceae (Family),{'name': 'Phialocephala fortinii',root,Present,Endophytic,"""Isolated from roots; Oidiodendron maius and Scytalidium vaccinii already accepted as mycobionts of the Ericaceae.""",Alpine and boreal,Alberta,Abstract-CSV,DOI_10.1139_b97-869
Relevant,Abstract,Abstract,0,10.1007/s13199-019-00607-5,Eleusine coracana,None detected,Seeds,Present,Unknown,No fungal endophytes were isolated from any of the samples.,Arid and semi-arid regions,Ethiopia,Abstract-CSV,DOI_10.1007_s13199-019-00607-5
Relevant,Full-Text,Full-Text,10,10.1038/srep14850,Lichen species (specific species not mentioned),Ascomycota,lichen thalli,Present,Unknown (study focuses on diversity and distribution),"""Lichens harbor lichenicolous fungi; endolichenic fungi; and lichenized fungi. Some fungi might utilize organics leaked from mycobiont hyphae.""; Arctic","""Svalbard","High Arctic""",Full-Text,DOI_10.1038_srep14850
Relevant,Full-Text,Full-Text,10,10.1038/srep14850,Lichen species (specific species not mentioned),Basidiomycota,lichen thalli,Present,Unknown (study focuses on diversity and distribution),"""Lichens harbor lichenicolous fungi; endolichenic fungi; and lichenized fungi. Some fungi might utilize organics leaked from mycobiont hyphae.""; Arctic","""Svalbard","High Arctic""",Full-Text,DOI_10.1038_srep14850
Relevant,Full-Text,Full-Text,10,10.1038/srep14850,Lichen species (specific species not mentioned),Zygomycota,lichen thalli,Present,Unknown (study focuses on diversity and distribution),"""Lichens harbor lichenicolous fungi; endolichenic fungi; and lichenized fungi. Some fungi might utilize organics leaked from mycobiont hyphae.""; Arctic","""Svalbard","High Arctic""",Full-Text,DOI_10.1038_srep14850
Relevant,Full-Text,Full-Text,10,10.1038/srep14850,Lichen species (specific species not mentioned),Unknown fungi,lichen thalli,Present,Unknown (study focuses on diversity and distribution),"""Lichens harbor lichenicolous fungi; endolichenic fungi; and lichenized fungi. Some fungi might utilize organics leaked from mycobiont hyphae.""; Arctic","""Svalbard","High Arctic""",Full-Text,DOI_10.1038_srep14850
Relevant,Abstract,Abstract,0,10.1007/s13225-013-0240-y,Host plants are not specified individually in this abstract,The study does not specify the full Latin names of specific fungal taxa. However,living plant tissues,Present,"""Endophytic","Biotrophic; Necrotrophic""; ""Infect living plant tissues without causing symptoms of disease (endophytes); biotrophic fungi develop within living host tissue; necrotrophic fungi kill the host cells and live in dead tissue.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1007_s13225-013-0240-y
Relevant,Abstract,Abstract,0,10.1007/s13225-013-0240-y,Host plants are not specified individually in this abstract,it mentions endophytes,living plant tissues,Present,"""Endophytic","Biotrophic; Necrotrophic""; ""Infect living plant tissues without causing symptoms of disease (endophytes); biotrophic fungi develop within living host tissue; necrotrophic fungi kill the host cells and live in dead tissue.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1007_s13225-013-0240-y
Relevant,Abstract,Abstract,0,10.1007/s13225-013-0240-y,Host plants are not specified individually in this abstract,biotrophic fungi,living plant tissues,Present,"""Endophytic","Biotrophic; Necrotrophic""; ""Infect living plant tissues without causing symptoms of disease (endophytes); biotrophic fungi develop within living host tissue; necrotrophic fungi kill the host cells and live in dead tissue.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1007_s13225-013-0240-y
Relevant,Abstract,Abstract,0,10.1007/s13225-013-0240-y,Host plants are not specified individually in this abstract,and necrotrophic fungi.,living plant tissues,Present,"""Endophytic","Biotrophic; Necrotrophic""; ""Infect living plant tissues without causing symptoms of disease (endophytes); biotrophic fungi develop within living host tissue; necrotrophic fungi kill the host cells and live in dead tissue.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1007_s13225-013-0240-y
Relevant,Abstract,Abstract,0,10.1007/s13225-013-0240-y,but the study includes data from 163 fungal strains isolated from various plant species.,The study does not specify the full Latin names of specific fungal taxa. However,living plant tissues,Present,"""Endophytic","Biotrophic; Necrotrophic""; ""Infect living plant tissues without causing symptoms of disease (endophytes); biotrophic fungi develop within living host tissue; necrotrophic fungi kill the host cells and live in dead tissue.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1007_s13225-013-0240-y
Relevant,Abstract,Abstract,0,10.1007/s13225-013-0240-y,but the study includes data from 163 fungal strains isolated from various plant species.,it mentions endophytes,living plant tissues,Present,"""Endophytic","Biotrophic; Necrotrophic""; ""Infect living plant tissues without causing symptoms of disease (endophytes); biotrophic fungi develop within living host tissue; necrotrophic fungi kill the host cells and live in dead tissue.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1007_s13225-013-0240-y
Relevant,Abstract,Abstract,0,10.1007/s13225-013-0240-y,but the study includes data from 163 fungal strains isolated from various plant species.,biotrophic fungi,living plant tissues,Present,"""Endophytic","Biotrophic; Necrotrophic""; ""Infect living plant tissues without causing symptoms of disease (endophytes); biotrophic fungi develop within living host tissue; necrotrophic fungi kill the host cells and live in dead tissue.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1007_s13225-013-0240-y
