"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","diaporthe endophytica","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","d. eugeniae","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","d. pseudophoenicicola","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","fusarium mangiferae","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","neocosmospora sp.","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","neofusicoccum brasiliense","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","neopestalotiopsis rhizophorae","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","pestalotiopsis adusta","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
"Relevant","full-text","full-text",24,"10.1007/s11104-022-05724-7","persoonia hirsuta pers.","phytophthora cinnamomi","root","present","pathogenic","""associated with moderate to severe dieback in field; high abundance observed under plants where severe dieback was observed (unpublished data)""; ""greater sydney region; new south wales","australia""","australia","full-text","doi_10.1007_s11104-022-05724-7","Full-Text"
"Relevant","abstract","abstract",0,"10.1023/a:1025539100767","bromus hordeaceus l.","arbuscular mycorrhizae","root","present","endophytic","increased presence in subsoil (15 - 45 cm) in response to elevated co2","synthetic serpentine soil profile",NA,"abstract-csv","doi_10.1023_a:1025539100767","Abstract"
"Relevant","abstract","abstract",0,"10.1093/oxfordjournals.aob.a090161","vaccinium oxycoccus",NA,"""shoot tissues","ovaries","seeds","seed coat; endosperm; embryo; emerging seedling""; present; endophytic; isolated from various tissues including seeds still within the fruit chambers and emerging seedlings","not provided","not provided","abstract-csv","doi_10.1093_oxfordjournals.aob.a090161","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11104-020-04556-7","lolium perenne","epichloe festucae var. lolii","root","present","endophytic","""isolated from perennial ryegrass in low fertility soil; improved survival; root growth; and metabolic activity.""","agricultural greenhouse","not specified","abstract-csv","doi_10.1007_s11104-020-04556-7","Abstract"
"Relevant","abstract","abstract",0,"10.11646/phytotaxa.418.1.1","fagus grandifolia subsp. mexicana",NA,"""leaf","decaying wood","fallen branches","litter""; present; ""endophytic; mycorrhizal; saprotrophic""; ""intimately associated to fagaceae tree species (fagus and quercus); many are endophytes belonging to the order xylariales.""","tropical montane cloud forest","mexico","abstract-csv","doi_10.11646_phytotaxa.418.1.1","Abstract"
"Relevant","abstract","abstract",0,"10.11646/phytotaxa.418.1.1","fagus grandifolia subsp. mexicana","see species field below","""leaf","decaying wood","fallen branches","litter""; present; ""endophytic; mycorrhizal; saprotrophic""; ""intimately associated to fagaceae tree species (fagus and quercus); many are endophytes belonging to the order xylariales.""","tropical montane cloud forest","mexico","abstract-csv","doi_10.11646_phytotaxa.418.1.1","Abstract"
"Relevant","abstract","abstract",0,"10.3390/microorganisms11092144","cycas (coralloid roots)","exophiala","coralloid root","present","endophytic","isolated from coralloid roots of cycas species in ex situ collection","not specified","china","abstract-csv","doi_10.3390_microorganisms11092144","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11104-012-1172-0","malus domestica (apple) m9 rootstock","fusarium solani","root","present","pathogenic","isolated from rhizospheric soil of apple rootstock plants in orchards","orchard","not specified","abstract-csv","doi_10.1007_s11104-012-1172-0","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11104-012-1172-0","malus domestica (apple) m9 rootstock","f. oxysporum","root","present","pathogenic","isolated from rhizospheric soil of apple rootstock plants in orchards","orchard","not specified","abstract-csv","doi_10.1007_s11104-012-1172-0","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11104-012-1172-0","malus domestica (apple) m9 rootstock","cylindrocarpon spp","root","present","pathogenic","isolated from rhizospheric soil of apple rootstock plants in orchards","orchard","not specified","abstract-csv","doi_10.1007_s11104-012-1172-0","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11104-012-1172-0","malus domestica (apple) m9 rootstock","binucleate rhizoctonia sp.","root","present","pathogenic","isolated from rhizospheric soil of apple rootstock plants in orchards","orchard","not specified","abstract-csv","doi_10.1007_s11104-012-1172-0","Abstract"
"Relevant","abstract","abstract",0,"10.14601/phytopathol_mediterr-23206","ocimum basilicum l.","plectosphaerella spp.","""leaf","stem","collar","roots""; present; pathogenic; isolated from decline symptoms plants of basil and parsley in italy","not specified","italy","abstract-csv","doi_10.14601_phytopathol_mediterr-23206","Abstract"
"Relevant","full-text","full-text",17,"10.15835/nbha51112649","lolium perenne","arbuscular mycorrhizal fungi","root","present","mutualistic","inoculation of am fungi under salt stress conditions","not specified","china","full-text","doi_10.15835_nbha51112649","Full-Text"
"Relevant","abstract","abstract",0,"10.1007/s00253-023-12768-x","arachis hypogaea (peanut)","priestia megaterium ph3",NA,"present","endophytic","isolated and screened from peanut fruit",NA,"not specified","abstract-csv","doi_10.1007_s00253-023-12768-x","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","andreaea rupestris",NA,"mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","andreaea rupestris","leotiales","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","andreaea rupestris","catenulifera","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","andreaea rupestris","alatospora","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","andreaea rupestris","and toxicocladosporium)","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","bryum pseudotriquetrum",NA,"mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","bryum pseudotriquetrum","leotiales","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","bryum pseudotriquetrum","catenulifera","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","bryum pseudotriquetrum","alatospora","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2021.101092","bryum pseudotriquetrum","and toxicocladosporium)","mosses","present","unknown (but association with specific taxonomic groups indicates potential role in ecological processes)","associated with moss species. differences observed compared to fungal communities associated with lichens and vascular plants.; arctic tundra","""svalbard","high arctic (ny-angstrom lesund region)""","abstract-csv","doi_10.1016_j.funeco.2021.101092","Abstract"
