"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","publication_year","filter_reason"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea mariana (mill.) bsp","paxillus involutus","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_4161b19896f0667d","paxillus involutus","paxillus involutus","Resolved","exact_accepted","1.0","5240002","picea mariana (mill.) bsp","picea mariana","Resolved","exact_accepted","1.0","5284802","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea mariana (mill.) bsp","pisolithus tinctorius","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_ccc803c2283e8c1d","pisolithus tinctorius","pisolithus tinctorius","Resolved","exact_accepted","1.0","7699168","picea mariana (mill.) bsp","picea mariana","Resolved","exact_accepted","1.0","5284802","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea mariana (mill.) bsp","rhizopogon vinicolor","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_515ac4825e102582","rhizopogon vinicolor","rhizopogon vinicolor","Resolved","exact_accepted","1.0","2524240","picea mariana (mill.) bsp","picea mariana","Resolved","exact_accepted","1.0","5284802","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea mariana (mill.) bsp","suillus tomentosus","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_2e77876ff486e7ff","suillus tomentosus","suillus tomentosus","Resolved","exact_accepted","1.0","5239919","picea mariana (mill.) bsp","picea mariana","Resolved","exact_accepted","1.0","5284802","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea mariana (mill.) bsp","amphinema byssoides","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_efe0446a5ef548c1","amphinema byssoides","amphinema byssoides","Resolved","exact_accepted","1.0","5249374","picea mariana (mill.) bsp","picea mariana","Resolved","exact_accepted","1.0","5284802","2006.0","guild"
"Relevant","full-text","abstract","0.0","10.1007/s11557-011-0754-1","dendrobium officinale kimura et migo","mycena sp.","root","present","mycorrhiza","""form mycorrhizal associations with the roots of its host plant; enhances growth of seedlings and roots""","","CHN","abstract-csv","doi_10.1007_s11557-011-0754-1","Full-Text","doi:10.1007/s11557-011-0754-1","int_5488c1798bd39a96","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","dendrobium officinale kimura et migo","dendrobium officinale","Resolved","exact_accepted","1.0","5317472","2012.0","guild"
"Relevant","full-text","abstract","0.0","10.1007/s11557-011-0754-1","dendrobium officinale kimura et migo","mycena sp.","seed","present","mycorrhiza","""form mycorrhizal associations with the roots of its host plant; enhances growth of seedlings and roots""","","CHN","abstract-csv","doi_10.1007_s11557-011-0754-1","Full-Text","doi:10.1007/s11557-011-0754-1","int_5488c1798bd39a96","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","dendrobium officinale kimura et migo","dendrobium officinale","Resolved","exact_accepted","1.0","5317472","2012.0","guild"
"Relevant","abstract","abstract","0.0","10.1093/femsec/fiu015","[grasses] (various native and one domesticated: medicago sativa","arbuscular mycorrhizal fungi","root","present","mycorrhiza","""plant assemblage (grasses; legumes) affects am fungal diversity. soil p concentration interacts with plant assemblage to modify total fungal community structure.""","grassland","","abstract-csv","doi_10.1093_femsec_fiu015","Abstract","doi:10.1093/femsec/fiu015","int_75da7c60401a2d31","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","[grasses] (various native and one domesticated: medicago sativa","","Unresolved","no_match","0.0","","2015.0","guild"
"Relevant","abstract","abstract","0.0","10.1093/femsec/fiu015","dalea purpurea)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","""plant assemblage (grasses; legumes) affects am fungal diversity. soil p concentration interacts with plant assemblage to modify total fungal community structure.""","grassland","","abstract-csv","doi_10.1093_femsec_fiu015","Abstract","doi:10.1093/femsec/fiu015","int_b7c9205edca23831","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","dalea purpurea)","dalea purpurea","Resolved","exact_accepted","1.0","5353342","2015.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.ram.2023.01.008","arabidopsis thaliana","xylaria sp.","root","present","mycorrhiza","mycorrhizal; and saprotrophic""; ""involved in plant growth promotion; nitrogen metabolism; and synthesis of indole-3-acetic acid""","","","abstract-csv","doi_10.1016_j.ram.2023.01.008","Abstract","doi:10.1016/j.ram.2023.01.008","int_b3ba5d31aef7aa8f","xylaria sp.","xylaria","Resolved","exact_accepted","1.0","2568748","arabidopsis thaliana","arabidopsis thaliana","Resolved","exact_accepted","1.0","3052436","2023.0","guild"
"Relevant","abstract","abstract","0.0","10.3390/plants11070924","triticum aestivum (wheat)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","improves nitrogen assimilation and plant growth","","","abstract-csv","doi_10.3390_plants11070924","Abstract","doi:10.3390/plants11070924","int_fb9d5aa0e1e2bd90","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","triticum aestivum (wheat)","triticum aestivum","Resolved","exact_accepted","1.0","7795888","2022.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.biocontrol.2015.05.008","solanum lycopersicum (tomato)","muscodor cinnamomi","root","present","pgpr","biocontrol agent""; ""in vitro ability to produce indole-3-acetic acid (iaa); control rhizoctonia solani ag-2 root rot; increase root length; shoot dry weight and root dry weight.""","","","abstract-csv","doi_10.1016_j.biocontrol.2015.05.008","Abstract","doi:10.1016/j.biocontrol.2015.05.008","int_f418d375edca50de","muscodor cinnamomi","induratia cinnamomi","Resolved","synonym_map","0.95","12227130","solanum lycopersicum (tomato)","solanum lycopersicum","Resolved","exact_accepted","1.0","2930137","2015.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0536-5","medicago sativa","glomus intraradices","root","present","mycorrhiza","dark septate endophytic for phialocephala)""; isolated from root in a factorial laboratory experiment. artificial defoliation affected fungi differentially with decrease in arbuscular colonization and slight increase in dse-type colonization.","","","abstract-csv","doi_10.1007_s00572-013-0536-5","Abstract","doi:10.1007/s00572-013-0536-5","int_0040b9aece2d0d71","glomus intraradices","rhizophagus intraradices","Resolved","synonym_map","0.95","8003630","medicago sativa","medicago sativa","Resolved","exact_accepted","1.0","9151957","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0536-5","medicago sativa","phialocephala fortinii","root","present","mycorrhiza","dark septate endophytic for phialocephala)""; isolated from root in a factorial laboratory experiment. artificial defoliation affected fungi differentially with decrease in arbuscular colonization and slight increase in dse-type colonization.","","","abstract-csv","doi_10.1007_s00572-013-0536-5","Abstract","doi:10.1007/s00572-013-0536-5","int_af1a43bb3f5bd643","phialocephala fortinii","phialocephala fortinii","Resolved","exact_accepted","1.0","3484868","medicago sativa","medicago sativa","Resolved","exact_accepted","1.0","9151957","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1640/0002-8444-104.2.67","vittoria elongata","arbuscular mycorrhizal and dark septate endophyte","","present","mycorrhiza","isolated from epiphytic habitats; ""kolli hills; eastern ghats","southern india""","IND","abstract-csv","doi_10.1640_0002-8444-104.2.67","Abstract","doi:10.1640/0002-8444-104.2.67","int_01fc99a21896f63d","arbuscular mycorrhizal and dark septate endophyte","ascomycota; glomeromycota","Resolved","alias_exact_accepted","1.0","18; 95","vittoria elongata","","Unresolved","no_match","0.0","","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s10267-009-0490-4","salix humboldtiana (salicaceae)","tomentella","root","present","mycorrhiza","isolated from ectomycorrhizal root tips","riparian","ARG","abstract-csv","doi_10.1007_s10267-009-0490-4","Abstract","doi:10.1007/s10267-009-0490-4","int_82cdb4b4749def01","tomentella","tomentella","Resolved","exact_accepted","1.0","8171593","salix humboldtiana (salicaceae)","salix humboldtiana","Resolved","exact_accepted","1.0","5372914","2009.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","hylocomium splendens (hedw.) schimp. in b.s.g.","entoloma conferendum noordel","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_cd74b0d1f79e82e5","entoloma conferendum noordel","entoloma conferendum","Resolved","exact_accepted","1.0","3346023","hylocomium splendens (hedw.) schimp. in b.s.g.","hylocomium splendens","Resolved","exact_accepted","1.0","2679696","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","hylocomium splendens (hedw.) schimp. in b.s.g.","lophodermium piceae hoehn.","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_4ce5916b002edb2e","lophodermium piceae hoehn.","lophodermium piceae","Resolved","exact_accepted","1.0","2579707","hylocomium splendens (hedw.) schimp. in b.s.g.","hylocomium splendens","Resolved","exact_accepted","1.0","2679696","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","hylocomium splendens (hedw.) schimp. in b.s.g.","helotian genus hyphodiscus","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_01b5d3fed52fcc6f","helotian genus hyphodiscus","","Unresolved","no_match","0.0","","hylocomium splendens (hedw.) schimp. in b.s.g.","hylocomium splendens","Resolved","exact_accepted","1.0","2679696","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","hylocomium splendens (hedw.) schimp. in b.s.g.","various otus","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_5cbce530c0f0a61f","various otus","","Unresolved","no_match","0.0","","hylocomium splendens (hedw.) schimp. in b.s.g.","hylocomium splendens","Resolved","exact_accepted","1.0","2679696","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","pleurozium schreberi (brid.) mitt.","entoloma conferendum noordel","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_2b8e466d1f440799","entoloma conferendum noordel","entoloma conferendum","Resolved","exact_accepted","1.0","3346023","pleurozium schreberi (brid.) mitt.","pleurozium schreberi","Resolved","exact_accepted","1.0","2679715","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","pleurozium schreberi (brid.) mitt.","lophodermium piceae hoehn.","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_1d93562b1a7d1b3c","lophodermium piceae hoehn.","lophodermium piceae","Resolved","exact_accepted","1.0","2579707","pleurozium schreberi (brid.) mitt.","pleurozium schreberi","Resolved","exact_accepted","1.0","2679715","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","pleurozium schreberi (brid.) mitt.","helotian genus hyphodiscus","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_1091851e1b4aad90","helotian genus hyphodiscus","","Unresolved","no_match","0.0","","pleurozium schreberi (brid.) mitt.","pleurozium schreberi","Resolved","exact_accepted","1.0","2679715","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","pleurozium schreberi (brid.) mitt.","various otus","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_09fdde6c1d456b14","various otus","","Unresolved","no_match","0.0","","pleurozium schreberi (brid.) mitt.","pleurozium schreberi","Resolved","exact_accepted","1.0","2679715","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","polytrichum commune hedw.","entoloma conferendum noordel","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_ce8da7d7a0e98e3c","entoloma conferendum noordel","entoloma conferendum","Resolved","exact_accepted","1.0","3346023","polytrichum commune hedw.","polytrichum commune","Resolved","exact_accepted","1.0","2683084","2008.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/b08-102","polytrichum commune hedw.","lophodermium piceae hoehn.","living parts","present","mycorrhiza","ectomycorrhizal; saprotrophic; or unknown (specific fungal roles not clearly defined in the text)""; isolated from living parts of boreal forest bryophytes","forest","","abstract-csv","doi_10.1139_b08-102","Abstract","doi:10.1139/b08-102","int_4f39a935a326f3ec","lophodermium piceae hoehn.","lophodermium piceae","Resolved","exact_accepted","1.0","2579707","polytrichum commune hedw.","polytrichum commune","Resolved","exact_accepted","1.0","2683084","2008.0","guild"
